"LOCATION","VAR","TIME","Value"
"FIN","BB-DATA-GB",2017,15.58
"FIN","BB-DATA-GB",2018,19.63
"FIN","BB-DATA-GB",2019,23.48
"FRA","BB-DATA-GB",2016,1.77
"FRA","BB-DATA-GB",2017,3.62
"FRA","BB-DATA-GB",2018,5.63
"FRA","BB-DATA-GB",2019,7.68
"DEU","BB-DATA-GB",2016,1.28
"DEU","BB-DATA-GB",2017,1.84
"DEU","BB-DATA-GB",2018,2.54
"DEU","BB-DATA-GB",2019,3.34
"GRC","BB-DATA-GB",2016,0.71
"GRC","BB-DATA-GB",2017,1.25
"GRC","BB-DATA-GB",2018,1.54
"GRC","BB-DATA-GB",2019,2.12
"HUN","BB-DATA-GB",2016,1.54
"HUN","BB-DATA-GB",2017,2.34
"HUN","BB-DATA-GB",2018,3.59
"HUN","BB-DATA-GB",2019,4.11
"ISL","BB-DATA-GB",2016,4.25
"ISL","BB-DATA-GB",2017,5.83
"ISL","BB-DATA-GB",2018,7.82
"ISL","BB-DATA-GB",2019,11.32
"IRL","BB-DATA-GB",2016,3.15
"IRL","BB-DATA-GB",2017,4.85
"IRL","BB-DATA-GB",2018,6.93
"IRL","BB-DATA-GB",2019,9.07
"ITA","BB-DATA-GB",2016,1.87
"ITA","BB-DATA-GB",2017,2.75
"ITA","BB-DATA-GB",2018,4.33
"ITA","BB-DATA-GB",2019,6.57
"JPN","BB-DATA-GB",2016,2.66
"JPN","BB-DATA-GB",2017,3.41
"JPN","BB-DATA-GB",2018,4.32
"JPN","BB-DATA-GB",2019,5.05
"KOR","BB-DATA-GB",2016,4.02
"KOR","BB-DATA-GB",2017,5.31
"KOR","BB-DATA-GB",2018,6.49
"KOR","BB-DATA-GB",2019,8.61
"LUX","BB-DATA-GB",2016,3
"LUX","BB-DATA-GB",2017,3.77
"LUX","BB-DATA-GB",2018,3.99
"LUX","BB-DATA-GB",2019,4.89
"MEX","BB-DATA-GB",2016,0.78
"MEX","BB-DATA-GB",2017,1.32
"MEX","BB-DATA-GB",2018,2.11
"MEX","BB-DATA-GB",2019,3.64
"NLD","BB-DATA-GB",2016,1.13
"NLD","BB-DATA-GB",2017,1.83
"NLD","BB-DATA-GB",2018,2.58
"NLD","BB-DATA-GB",2019,3.19
"NZL","BB-DATA-GB",2016,1.05
"NZL","BB-DATA-GB",2017,1.59
"NZL","BB-DATA-GB",2018,2.46
"NZL","BB-DATA-GB",2019,3.21
"NOR","BB-DATA-GB",2016,2.7
"NOR","BB-DATA-GB",2017,3.95
"NOR","BB-DATA-GB",2018,4.85
"NOR","BB-DATA-GB",2019,5.58
"POL","BB-DATA-GB",2016,4.09
"POL","BB-DATA-GB",2017,5.14
"POL","BB-DATA-GB",2018,6.48
"POL","BB-DATA-GB",2019,8.7
"PRT","BB-DATA-GB",2016,1.64
"PRT","BB-DATA-GB",2017,2.46
"PRT","BB-DATA-GB",2018,2.99
"PRT","BB-DATA-GB",2019,3.84
"SVK","BB-DATA-GB",2016,0.73
"SVK","BB-DATA-GB",2017,0.76
"SVK","BB-DATA-GB",2018,1.03
"SVK","BB-DATA-GB",2019,1.64
"ESP","BB-DATA-GB",2016,1.27
"ESP","BB-DATA-GB",2017,2.1
"ESP","BB-DATA-GB",2018,2.83
"ESP","BB-DATA-GB",2019,3.4
"SWE","BB-DATA-GB",2016,4.55
"SWE","BB-DATA-GB",2017,5.84
"SWE","BB-DATA-GB",2018,7.32
"SWE","BB-DATA-GB",2019,8.94
"CHE","BB-DATA-GB",2016,2.74
"CHE","BB-DATA-GB",2017,4.33
"CHE","BB-DATA-GB",2018,6.91
"CHE","BB-DATA-GB",2019,8.22
"TUR","BB-DATA-GB",2016,2.07
"TUR","BB-DATA-GB",2017,3.14
"TUR","BB-DATA-GB",2018,4.43
"TUR","BB-DATA-GB",2019,6.07
"GBR","BB-DATA-GB",2016,2.03
"GBR","BB-DATA-GB",2017,2.71
"GBR","BB-DATA-GB",2018,3.36
"GBR","BB-DATA-GB",2019,4.14
"USA","BB-DATA-GB",2016,2.85
"USA","BB-DATA-GB",2017,3.04
"USA","BB-DATA-GB",2018,5.39
"CHL","BB-DATA-GB",2016,0
"CHL","BB-DATA-GB",2017,3.8
"CHL","BB-DATA-GB",2018,6.62
"CHL","BB-DATA-GB",2019,9.85
"COL","BB-DATA-GB",2016,0.96
"COL","BB-DATA-GB",2017,1.21
"COL","BB-DATA-GB",2018,1.62
"COL","BB-DATA-GB",2019,2.09
"EST","BB-DATA-GB",2016,4.45
"EST","BB-DATA-GB",2017,7.63
"EST","BB-DATA-GB",2018,9.82
"EST","BB-DATA-GB",2019,12.32
"LVA","BB-DATA-GB",2016,7.22
"LVA","BB-DATA-GB",2017,12.3
"LVA","BB-DATA-GB",2018,12.78
"LVA","BB-DATA-GB",2019,16.85
"LTU","BB-DATA-GB",2016,2.49
"LTU","BB-DATA-GB",2017,6.92
"LTU","BB-DATA-GB",2018,10.23
"LTU","BB-DATA-GB",2019,13.62
"SVN","BB-DATA-GB",2016,1.68
"SVN","BB-DATA-GB",2017,2.95
"SVN","BB-DATA-GB",2018,4.72
"SVN","BB-DATA-GB",2019,6.47
"OECD","BB-DATA-GB",2016,2.41
"OECD","BB-DATA-GB",2017,3.13
"OECD","BB-DATA-GB",2018,4.66
"OECD","BB-DATA-GB",2019,5.8
"ISR","BB-DATA-GB",2016,0
"ISR","BB-DATA-GB",2017,0
"ISR","BB-DATA-GB",2018,0
"ISR","BB-DATA-GB",2019,0
"CAN","BBW-SUBS-SAT",2019,0
